Number;StructureName;StructureType;Condition of Bridge;TotalWidth;TotalLength;ConstructionYear;NumberOfSpan;Zone;Circle;Division;Sub-Division;RoadNo;StructureLRPName;ReferenceLRPNo;LocationLRPOffset;LocationChainage;LatitudeDegree;LatitudeMinute;LatitudeSecond;LongitudeDegree;LongitudeMinute;LongitudeSecond;BCS1TotalScore
696;Konapara Bridge;RCC Girder Bridge;C;8,9;15,6;1968;1;Dhaka;Dhaka;Dhaka;Dhaka, Sub-division - 2;R110;LRP003a;LRP003;39;3,497;23;43;0,5;90;28;2,8;30
697;Dakhin Lakhan khola Bridge.;RCC Girder Bridge;B;5,2;11,88;1988;2;Dhaka;Dhaka;Narayanganj;Narayanganj-1;R113;LRP004a;LRP004;400;4,428;23;39;13;90;31;49,7;1
698;Nabiganj Bus-stand Bridge;RCC Bridge;C;9,55;7,5;1992;1;Dhaka;Dhaka;Narayanganj;Narayanganj-1;R113;LRP006a;LRP006;624;6,875;23;38;1,8;90;31;33,3;120
699;Kalyandi Bridge;RCC Girder Bridge;C;5,6;20,8;1991;1;Dhaka;Dhaka;Narayanganj;Narayanganj-1;R113;LRP010a;LRP010;352;9,437;23;36;35,3;90;31;10,5;60
700;Malipara Bridge.;RCC Girder Bridge;C;6,1;13,58;1980;1;Dhaka;Dhaka;Narayanganj;Vitikandi;R114;LRP002b;LRP002;397;1,756;23;44;32,5;90;36;1,4;60
701;Baganagar Bridge.;RCC Girder Bridge;B;10,2;25,3;2011;1;Dhaka;Dhaka;Narayanganj;Vitikandi;R114;LRP011a;LRP011;451;10,652;23;47;51,4;90;39;48,6;1
702;Chhay number Bridge;RCC Girder Bridge;B;5,67;20,33;2004;1;Dhaka;Dhaka;Narsingdi;Narsingdi;R114;LRP023a;LRP023;736;22,905;23;53;23,3;90;41;21,5;1
703;Panch number pole Bridge;RCC Girder Bridge;B;5,63;41,25;2004;3;Dhaka;Dhaka;Narsingdi;Narsingdi;R114;LRP025a;LRP025;42;24,225;23;54;3,5;90;41;35;31
704;Amirganj  Bridge;PC Girder Bridge;A;10,25;138,67;2013;3;Dhaka;Dhaka;Narsingdi;Narsingdi;R114;LRP035b;LRP035;187;34,327;23;56;24,1;90;45;27,8;0
705;Bijoypur Bridge;RCC Girder Bridge;A;9,8;29,25;1994;3;Comilla;Comilla;Comilla;Comilla;R140;LRP010b;LRP010;271;9,466;23;22;51;91;9;28,4;0
706;Modafpurgoni Bridge.;RCC Bridge;B;8,2;23;1986;1;Comilla;Comilla;Comilla;Comilla;R140;LRP027d;LRP027;941;27,111;23;16;8,9;91;2;34,7;1
707;Amatatpur Bridge;PC Girder Bridge;C;9,75;38,75;1996;1;Comilla;Comilla;Chandpur;Hajigonj;R140;LRP044b;LRP043;1601;44,111;23;14;49,9;90;52;58,2;30
708;Amirbari Bridge;RCC Girder Bridge;A;6,65;7,8;1964;1;Comilla;Comilla;Chandpur;Chandpur;R140;LRP052b;LRP052;644;52,105;23;15;2,9;90;48;24,2;0
709;Baghadi Chourasta Bridge;RCC Girder Bridge;A;7,95;25,78;1976;3;Comilla;Comilla;Chandpur;Chandpur;R140;LRP071c;LRP067;6691;70,619;23;12;22,2;90;41;20,1;0
710;Sobangrame Bridge;RCC Girder Bridge;B;6,52;8,83;1969;1;Comilla;Comilla;Chandpur;Chandpur;R140;LRP075a;LRP075;6;74,438;23;10;46;90;42;19;31
711;Sobungrame Bridge-1;RCC Girder Bridge;C;6,59;11,88;1963;1;Comilla;Comilla;Chandpur;Chandpur;R140;LRP075c;LRP075;583;75,015;23;10;34,9;90;42;32,8;61
712;Boarder Bazar Bridge;RCC Girder Bridge;B;9,15;11,63;1991;1;Comilla;Noakhali;Laxmipur;Ramgonj;R140;LRP089a;LRP089;13;88,906;23;4;31,4;90;46;16,6;1
713;Karoa-2 Bridge;RCC Girder Bridge;A;10,26;15,9;2013;1;Comilla;Noakhali;Laxmipur;Ramgonj;R140;LRP091b;LRP091;865;91,766;23;3;0,4;90;46;24;0
714;Karoa Bridge;Truss with RCC Slab;A;10,5;24,9;2002;1;Comilla;Noakhali;Laxmipur;Ramgonj;R140;LRP092b;LRP092;928;92,832;23;2;31,2;90;46;18,4;0
715;Fisherish Gate Bazar Bridge;PC Girder Bridge;A;10,25;24,95;2013;1;Comilla;Noakhali;Laxmipur;Ramgonj;R140;LRP095a;LRP095;169;94,557;23;1;44,6;90;45;48,3;0
716;Gabgaswala barir Bridge;Steel Beam & RCC Slab;B;4,26;6,6;1968;1;Comilla;Noakhali;Laxmipur;Ramgonj;R140;LRP096a;LRP096;542;95,933;23;1;1,4;90;45;44,3;30
717;Verinmatha Bridge;RCC Girder Bridge;B;7,9;28,55;1986;3;Comilla;Noakhali;Laxmipur;Laxmipur;R140;LRP106a;LRP106;469;105,93;22;57;9,9;90;48;32;2
718;Toktarpul Bridge;Truss with RCC Slab;B;10,6;29,95;2002;1;Comilla;Noakhali;Laxmipur;Laxmipur;R140;LRP108b;LRP108;328;107,756;22;56;44,3;90;49;11,4;1
719;Madam Bridge;RCC Girder Bridge;A;8,08;52,86;1980;3;Comilla;Noakhali;Laxmipur;Laxmipur;R140;LRP110a;LRP110;172;109,677;22;56;32,3;90;50;16,8;0
720;Mandari Bridge;PC Girder Bridge;A;9,9;37,06;2002;1;Comilla;Noakhali;Laxmipur;Laxmipur;R140;LRP117b;LRP117;463;117,102;22;56;25,5;90;54;34,2;0
721;Bottoli Bridge;RCC Girder Bridge;C;7,94;8,9;1965;1;Comilla;Noakhali;Laxmipur;Laxmipur;R140;LRP119b;LRP119;367;119,007;22;56;37,6;90;55;38,4;120
722;Chandraganj Bridge;RCC Girder Bridge;B;4,36;43,18;1985;3;Comilla;Noakhali;Laxmipur;Laxmipur;R140;LRP126b;LRP126;776;126,432;22;56;50,5;90;59;49,2;1
723;Fenaghata Bridge;RCC Girder Bridge;B;7,85;19,43;1986;2;Comilla;Noakhali;Noakhali;Noakhali;R140;LRP130a;LRP129;1440;130,079;22;56;39,8;91;1;53,5;1
724;Dattapur Bazar Bridge.;PC Girder Bridge;A;10,2;35;2006;1;Comilla;Comilla;Comilla;Comilla;R141;LRP001a;LRPS;1086;1,086;23;20;48,7;91;8;49,4;0
725;Bagmara Bridge.;PC Girder Bridge;A;10;31;2000;1;Comilla;Comilla;Comilla;Comilla;R141;LRP001d;LRPS;1990;1,99;23;20;20,1;91;8;47,1;0
726;Sonaimuri Bridge;RCC Bridge;A;9,97;24,69;1988;3;Comilla;Noakhali;Noakhali;Chatkhil;R141;LRP038a;LRP036;2025;37,909;23;2;8,4;91;5;48,7;0
727;Kalapul Bridge;RCC Girder Bridge;C;8,68;54,43;1969;3;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRPSa;LRPS;390;0,39;22;56;53,1;91;6;17,1;33
728;Dohabari Bridge;RCC Girder Bridge;B;7,16;12,27;1988;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP001a;LRP001;915;1,926;22;57;42,7;91;6;15,3;1
729;Mojumdar Hut Bridge;RCC Girder Bridge;A;7,26;7,76;1985;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP002a;LRP002;575;2,588;22;58;2,9;91;6;9,4;0
730;Mirwarishpur Bridge;RCC Girder Bridge;A;7,23;10,93;1985;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP003a;LRP003;234;3,256;22;58;24,3;91;6;4,3;0
731;Apania Bazar Bridge;RCC Girder Bridge;B;8,7;12,85;1988;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP003c;LRP003;965;3,987;22;58;47,1;91;5;47,1;2
732;Aslam Kamla Bridge;RCC Girder Bridge;B;7,2;7,77;1980;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP004a;LRP004;907;4,932;22;59;16,7;91;5;50,8;2
733;Samartoli Puler Gora Bridge;RCC Girder Bridge;B;7,08;12,71;1978;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP005a;LRP005;960;5,985;22;59;50;91;5;45,7;31
734;Bojradighi Jan;RCC Girder Bridge;A;8,4;13,8;1982;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP006a;LRP006;972;7,002;23;0;22,7;91;5;43,5;0
735;Dokshin Bogadia Bridge;RCC Girder Bridge;B;7,13;12,7;1982;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP008a;LRP008;91;8,122;23;0;57,5;91;5;40,9;31
736;Bogadia Bridge;RCC Girder Bridge;B;7,18;12,8;1985;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP008c;LRP008;804;8,835;23;1;20,5;91;5;41,5;30
737;Sonaimuri Bridge;RCC Girder Bridge;B;7,4;12,57;1976;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP010c;LRP010;670;10,707;23;2;20,9;91;5;45,8;30
738;Nodanar Bridge;RCC Girder Bridge;B;9,7;37,02;1978;3;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP013a;LRP012;1635;14,028;23;3;35,6;91;4;35;30
739;Pachbaria Bridge;RCC Girder Bridge;A;7,85;10,75;1985;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP015a;LRP015;769;16,118;23;3;42,6;91;3;22;0
740;Kachari Bazar Bridge;RCC Girder Bridge;A;8,4;18,8;1978;1;Comilla;Noakhali;Noakhali;Chatkhil;R142;LRP021a;LRP020;1789;22,076;23;3;35,9;90;59;56,9;0
741;Baluha Chowmohoni Bridge;RCC Bridge;A;9,65;18,58;1988;2;Comilla;Noakhali;Laxmipur;Ramgonj;R142;LRP035a;LRP035;21;35,091;23;5;17,2;90;52;50,9;0
742;Nuhullahpur Bridge;RCC Girder Bridge;C;3,96;7,45;1980;1;Comilla;Noakhali;Laxmipur;Laxmipur;R143;LRP017a;LRP016;1023;16,53;22;54;50,9;90;58;3;590
743;Haider ganj Bridge;RCC Girder Bridge;C;3,7;17,73;1983;3;Comilla;Noakhali;Laxmipur;Laxmipur;R143;LRP020b;LRP016;4727;20,234;22;56;25,5;90;58;49,8;590
744;Purbo Hinguli Bridge;PC Girder Bridge;A;7,83;18,5;1978;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP003a;LRP003;577;3,121;22;55;3,3;91;32;51,5;0
745;Telipool Bridge;Steel Beam & RCC Slab;C;4,18;15,24;1965;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP004a;LRP004;159;3,712;22;55;16,3;91;33;3,9;530
746;Lakshmi chara Bridge;Steel Beam & RCC Slab;C;4,21;15,42;1965;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP004c;LRP004;460;4,013;22;55;26;91;33;0,4;590
747;Tulatuli Lohar Bridge;Baily with Steel Deck;C;5,03;24,45;1986;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP011a;LRP011;462;10,225;22;55;22,1;91;36;8,5;530
748;tulatuli Bridge;PC Girder Bridge;B;7,15;24,3;1986;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP011c;LRP011;657;10,42;22;55;24;91;36;14;1
749;Buro Camp Bridge;PC Girder Bridge;A;7,2;24,2;2006;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP012a;LRP012;75;10,823;22;55;22,9;91;36;27,5;0
750;Bangra Tabor Bridge;PC Girder Bridge;C;7,18;24,32;2006;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP012c;LRP012;423;11,171;22;55;19,1;91;36;37,2;30
751;Kalapani Bridge-1;PC Girder Bridge;C;7,18;24,4;1993;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP012e;LRP012;1013;11,761;22;55;18,2;91;36;48,7;30
752;Kalapani Bridge-2;RCC Girder Bridge;C;4,07;24,82;1978;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP014a;LRP014;164;12,987;22;54;33;91;37;12,5;1090
753;Niharkanti Das Bridge;RCC Girder Bridge;A;8,63;42;1980;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP014c;LRP014;907;13,73;22;54;35,3;91;37;23,3;0
754;Koilapara Bridge;RCC Girder Bridge;C;7,1;24,4;1980;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP015a;LRP015;245;14,116;22;54;24,5;91;37;23,2;31
755;Koilabazar Bridge;Baily with Steel Deck;C;4,85;36,8;1994;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP016a;LRP016;85;14,886;22;54;17,1;91;37;43,2;30
756;Balutila Bridge;Baily with Steel Deck;C;4,03;21,35;1991;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP016c;LRP016;844;15,645;22;54;8,7;91;38;55,7;30
757;Fulchari Bridge;Baily with Steel Deck;C;4,12;15,3;1992;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP018a;LRP018;869;16,806;22;53;51,2;91;38;40,6;30
758;Heaku Bazar B ridge;RCC Girder Bridge;C;4,08;12,5;1984;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP022a;LRP021;1206;20,149;22;53;31,5;91;40;23,3;531
759;Datmara Bridge;Truss with Steel Deck;C;5,28;18,38;2009;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP026a;LRP026;566;26,086;22;51;10,7;91;42;21,8;60
760;Guaya Bridge;RCC Girder Bridge;B;4,25;11,35;1992;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP028a;LRP028;713;26,365;22;51;10,1;91;42;21,8;3
761;Jugkhola Bridge;Truss with Steel Deck;A;3,98;20,61;1991;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP031a;LRP030;1595;29,267;22;49;43,6;91;43;2,8;0
762;Gozaria Bridge;Truss with Steel Deck;A;3,97;42,67;1978;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP033d;LRP033;859;31,573;22;48;43;91;43;7;0
763;Vangapool Bridge;Baily with Steel Deck;C;4,14;43;2000;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP035a;LRP035;267;32,981;22;49;59,7;91;43;8,7;60
764;Shikdarbari Bridge;RCC Girder Bridge;B;4,18;11,8;1980;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP036b;LRP035;1152;33,866;22;47;32,5;91;43;7,3;30
765;Mzzarhat Baily Bridge;Baily with Steel Deck;C;4,16;30,5;1996;1;Chittagong;Chittagong;Chittagong;Sitakunda;R151;LRP036e;LRP035;1802;34,516;22;47;13,3;91;43;9,8;500
766;Heako Bridge;RCC Girder Bridge;C;4,06;12,4;1965;1;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRPSa;LRPS;131;0,131;22;53;34,3;91;40;30,5;530
767;Amtali Bridge;RCC Girder Bridge;A;7,22;19,81;1985;3;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP003a;LRP003;611;3,169;22;55;6,5;91;40;35,9;0
768;Chikon Chara Bridge;RCC Girder Bridge;C;7,3;24,23;1986;3;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP007a;LRP003;4649;7,207;22;56;47;91;40;47,1;530
769;Chikon Chara Bridge;RCC Bridge;C;4,24;12,54;1965;2;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP008a;LRP003;5193;7,751;22;56;57,2;91;40;56,3;30
770;Banglabazar bridge;RCC Bridge;C;4,31;12,66;1965;2;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP008c;LRP003;5868;8,426;22;57;16,6;91;41;0,4;560
771;Borobil Bridge;PC Girder Bridge;A;7,16;30,6;1986;3;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP010a;LRP009;1409;10,014;22;57;52,8;91;41;31,5;0
772;Borobil Bridge;Steel Beam & RCC Slab;B;4,13;15,23;1978;2;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP010c;LRP009;1814;10,419;22;57;52,6;91;41;44,4;31
773;Gadar dokan Bridge;RCC Bridge;C;4,2;13,23;1978;2;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP011b;LRP011;801;11,42;22;57;56,5;91;42;10;560
774;Bagan Bazar Bridge;Baily with Steel Deck;C;4,15;18,37;1996;1;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP013a;LRP011;2090;12,709;22;58;29,7;91;42;24,4;31
775;East baganbazar Bridge;Steel Beam & RCC Slab;C;7,2;36,8;1965;3;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP014a;LRP011;3050;13,669;22;58;27,8;91;42;31,8;501
776;Sonaipool Bridge;Steel Beam & RCC Slab;C;4,13;36,94;1965;3;Chittagong;Chittagong;Chittagong;Sitakunda;R152;LRP015a;LRP015;192;14,855;22;58;56,3;91;43;10,3;560
777;Halda Bridge;Truss with RCC Slab;A;10,32;100,84;2011;1;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP015a;LRP012;3336;14,816;22;37;37,4;91;47;50,4;0
778;Kumborpana Bridge;RCC Girder Bridge;C;3,64;27,52;1962;3;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP017c;LRP016;1756;16,756;22;38;30,9;91;47;41,9;1061
779;Uttar Dhurum;RCC Girder Bridge;C;7,34;71,4;1970;3;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP023b;LRP021;2700;22,7;22;41;37,7;91;47;26,7;502
780;Jondanipur Bridge;Baily with Steel Deck;C;4,14;15,23;1969;1;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP024b;LRP021;3954;23,954;22;42;13,5;91;47;6,7;30
781;Paindang Bridge;Baily with Steel Deck;C;4,14;18,5;1982;1;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP026b;LRP026;713;25,713;22;43;10,6;91;46;58,8;60
782;Borokhuia Bridge;Baily with Steel Deck;C;4,14;15,45;1980;1;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP027a;LRP027;103;26,447;22;43;34,7;91;46;59,5;1031
783;Dolu Bridge;Truss with Steel Deck;C;4,22;24,5;2013;1;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP030a;LRP030;694;30,01;22;45;21,9;91;47;7;1000
784;Boro Dolu Bridge;Baily with Steel Deck;C;4,12;18,47;1973;1;Chittagong;Chittagong;Chittagong;Fatikchari;R160;LRP031a;LRP031;173;30,48;22;45;34,1;91;47;14,1;1030
785;Bangmara Bridge;Baily with Steel Deck;B;4,14;24,6;1984;1;Chittagong;Khagrachari;Khagrachari;Khagrachari-1;R160;LRP076a;LRP076;97;74,757;23;3;50,3;91;54;41,8;1
786;Bogapara Bridge;Baily with Steel Deck;C;4,8;33,2;1995;1;Sylhet;Sylhet;Sylhet;Chandraghona;R161;LRP001a;LRP001;758;1,756;22;35;41,5;92;5;49;31
787;Refugeepara Bridge;Baily with Steel Deck;A;3,9;12,2;1996;1;Sylhet;Sylhet;Sylhet;Chandraghona;R161;LRP021d;LRP019;2538;21,371;22;27;31,9;92;8;9;0
788;Bangalhalia Bridge.;Baily with Steel Deck;B;4;30,5;1993;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP032b;LRP032;318;32,203;22;22;38,2;92;8;2,2;1
789;Kochuriapara Bridge.;Baily with Steel Deck;C;NULL;27,57;1995;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP033b;LRP033;362;33,249;22;22;5,2;92;8;32,85;501
790;Chagol Khaia Bridge;Baily with Steel Deck;A;4,02;18,4;1993;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP035a;LRP034;168;34,584;22;21;28,39;92;8;20,16;0
791;Udalbania Bazar Bridge.;Baily with Steel Deck;A;3,9;18,29;1996;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP037a;LRP036;1640;37,069;22;20;35,57;92;8;20,27;0
792;Sultan Shah Bazar bridge;Truss with Steel Deck;B;4,16;101,98;1983;3;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP037c;LRP036;1807;37,236;22;20;30,77;92;8;21,66;2
793;Nasitpakuria Bridge;Baily with Steel Deck;B;4;105,7;1992;5;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP039a;LRP038;1643;39,087;22;19;32,69;92;8;28,59;30
794;Kibropara Bridge;Truss with Steel Deck;A;4,5;12,3;1995;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP043a;LRP043;294;40,801;22;18;57,6;92;9;2,9;0
795;Dolobaina Bridge.;Baily with Steel Deck;A;4,05;15,36;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP041a;LRP040;1304;40,851;22;18;57,69;92;9;2,95;0
796;Dakbangla Bridge.;Baily with Steel Deck;A;4,04;18,4;1981;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP041c;LRP040;1610;41,157;22;18;48,09;92;9;4,42;0
797;Dakbanglo Bridge-2;Baily with Steel Deck;C;5,04;36,4;1992;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP041e;LRP040;1970;41,517;22;18;38,6;92;9;9,97;500
798;Dak banglo Bridge-3;Baily with Steel Deck;A;4,2;12,3;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP042a;LRP042;271;41,839;22;18;33,34;92;9;18,3;0
799;Dakbanglo Bridge-4;Baily with Steel Deck;A;4,4;15,3;1991;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP042c;LRP042;331;41,899;22;8;32,9;92;9;20,4;0
800;Golachipa Bridge-1;Baily with Steel Deck;A;4,05;15,36;1993;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP043b;LRP042;1204;42,772;22;18;14,04;92;9;36,8;0
801;Golachipa Bridge-2;Baily with Steel Deck;A;4,03;12,31;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP043d;LRP042;1302;42,87;22;18;11,87;92;9;32,7;0
802;Golachipa Bridge-3;Baily with Steel Deck;A;4,02;18,34;1988;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP043f;LRP042;1908;43,476;22;17;55,23;92;9;26,62;0
803;Amtali Bridge-1;Baily with Steel Deck;A;4,03;18,4;1995;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP045a;LRP045;262;44,839;22;17;16,51;92;9;32,7;0
804;Amtoli Bridge-2;Baily with Steel Deck;B;4,03;21,46;1998;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP045c;LRP045;540;45,117;22;12;7,08;92;9;30,83;1
805;Amtoli Bridge-3;Baily with Steel Deck;A;4,01;15,36;1992;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP045e;LRP045;956;45,533;22;16;57,49;92;9;28;0
806;Amtoli Bridge-4;Baily with Steel Deck;A;4,04;18,4;1981;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP046a;LRP045;1468;46,045;22;16;44,26;92;9;27,6;0
807;Amtoli Bridge-5;Baily with Steel Deck;A;4,03;12,28;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP046c;LRP045;1606;46,183;22;16;41,89;92;9;24,63;0
808;Noyapara Bridge;Truss with Steel Deck;A;4,15;36,56;1994;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP047a;LRP045;2447;47,024;22;16;13,09;92;9;17,03;0
809;Dulupara Bridge-1;Baily with Steel Deck;A;4,91;21,2;1995;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP049a;LRP049;154;48,799;22;15;32,3;92;9;17,6;0
810;Bhomga Bridge;Truss with Steel Deck;B;4,48;18,15;1980;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP050b;LRP049;1800;50,445;22;15;13,8;92;10;1,3;1
811;Keyamolong Bridge-1;Baily with Steel Deck;B;4,02;12,27;1994;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP051a;LRP049;2263;50,908;22;15;10,7;92;10;16,1;3
812;Keyalnolong Bridge-2;Baily with Steel Deck;B;4,05;15,08;1990;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP053a;LRP053;67;52,756;22;14;33;92;10;46,3;3
813;Shorno mondir Bridge;Baily with Steel Deck;C;4,94;39,3;1975;1;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP056c;LRP053;3726;56,415;22;13;23,3;92;11;56,2;530
814;Shangu Bridge;PC Girder Bridge;A;9,6;167;1987;5;Chittagong;Rangamati;Bandarban;Bandarban-1;R161;LRP060b;LRP060;823;60,543;22;11;49,1;92;12;56,4;0
815;Kutukchhari Bridge;Baily with Steel Deck;B;4,04;64,4;1996;2;Chittagong;Rangamati;Rangamati;Rangamati-2;R162;LRP011a;LRP011;556;11,609;22;43;37,2;92;4;48,9;1
816;Amtola Bridge;Truss with Steel Deck;A;4,22;33,75;1993;1;Chittagong;Rangamati;Rangamati;Rangamati-2;R162;LRP024a;LRP024;969;25,034;22;49;19,6;92;2;11,1;0
817;Dosherpara Bridge;Truss with Steel Deck;A;4,22;36,96;1995;1;Chittagong;Rangamati;Rangamati;Rangamati-2;R162;LRP027a;LRP027;829;26,985;22;50;16,2;92;1;56,6;0
818;Sonaram Karbaripara bridge;Truss with Steel Deck;C;3,9;43,9;1996;1;Chittagong;Rangamati;Rangamati;Rangamati-2;R162;LRP029a;LRP027;2537;28,693;22;51;5,8;92;1;43,1;30
819;Kengalchhari Bridge;Truss with Steel Deck;B;4,26;33,7;1995;1;Chittagong;Rangamati;Rangamati;Rangamati-2;R162;LRP035a;LRP031;4393;34,504;22;58;22,6;92;1;12,1;2
820;Chongrachari Bridge;Baily with Steel Deck;A;4,12;27,6;1995;1;Chittagong;Khagrachari;Khagrachari;Khagrachari-1;R162;LRP045a;LRP045;323;42,333;22;57;7,5;92;1;7,2;0
821;Manikchari Bailey Bridge;Baily with Steel Deck;B;NULL;30,5;1996;1;Chittagong;Khagrachari;Khagrachari;Khagrachari-1;R162;LRP052a;LRP052;41;49,266;23;0;19,4;92;0;40,5;1
822;Thakurchari Bridge;Baily with Steel Deck;C;5;35,2;1990;1;Chittagong;Khagrachari;Khagrachari;Khagrachari-1;R162;LRP062a;LRP062;154;59,736;23;4;20;91;58;26;30
823;Burichar bridge;RCC Girder Bridge;A;10,26;20,54;2011;1;Chittagong;Chittagong;Chittagong;Chittagong;R163;LRP004a;LRP002;2693;4,606;22;25;52;91;52;14,3;0
824;ModhunaGhat Bridge;PC Girder Bridge;A;11,2;212,55;2008;6;Chittagong;Chittagong;Chittagong;Chittagong;R163;LRP005a;LRP002;3008;4,921;22;26;1,6;91;52;19,1;0
825;Hazrat Abdul Kader Jilani Bridge.;RCC Girder Bridge;B;10,3;24,97;2009;1;Chittagong;Chittagong;Chittagong;Chittagong;R163;LRP011a;LRP010;1197;10,648;22;26;33,1;91;55;25,7;1
826;Isamoti Bridge;RCC Girder Bridge;A;6,68;54,49;1958;7;Chittagong;Chittagong;Chittagong;Chittagong;R163;LRP026c;LRP026;938;25,567;22;28;0,8;92;3;29;0
827;Ichamoti Bazar Bridge;RCC Girder Bridge;A;7,42;34,68;1960;5;Chittagong;Chittagong;Chittagong;Chittagong;R163;LRP027a;LRP026;1027;25,656;22;28;1,1;92;3;32,3;0
828;Choumuhuni Bridge;RCC Bridge;C;7,84;18,73;1965;1;Chittagong;Chittagong;Chittagong;Chittagong;R163;LRP028b;LRP028;979;27,486;22;27;47,9;92;4;29,6;1060
829;Ougga RCC Bridge;RCC Girder Bridge;C;8,26;27,68;1982;3;Chittagong;Chittagong;Chittagong;Chittagong;R164;LRPSc;LRPS;503;0,503;22;30;17,2;92;8;28,4;60
